modelo,fluxo1_acuracia,fluxo1_taxa_falha_deteccao,fluxo1_acuracia_dado_deteccao,fluxo1_acuracia_sem_padding,fluxo1_f1_macro,fluxo2_mAP@0.5,fluxo2_precisao,fluxo2_revocacao,fluxo2_f1,fluxo2_iou_medio_vp,fluxo2_acuracia_classif_dado_localizado,impacto_erro_localizacao,fluxo2_pct_erro_localizacao,fluxo2_pct_erro_classificacao,fluxo2_pct_erro_ambos,fluxo2_pct_deteccao_perdida,fluxo2_pct_falso_positivo_fundo
frcnn_r101_v1,0.5543071161048689,0.17290886392009988,0.670188679245283,0.3139825218476904,0.6205509775016227,0.4966557864779207,0.5073333333333333,0.47503121098626716,0.49065119277885233,0.7943107961906425,0.8909774436090225,-0.3366703275041536,0.05126582278481013,0.20632911392405062,0.0879746835443038,0.5322784810126582,0.11075949367088607
frcnn_r50_v1,0.383270911360799,0.16916354556803995,0.4613072877535687,0.1704119850187266,0.42072774930184254,0.5005916586989043,0.46698970321017563,0.4812734082397004,0.4740239778665847,0.7862281019523683,0.8850855745721271,-0.5018146632113281,0.05902980713033314,0.21683226183518411,0.09643483343074226,0.4856808883693746,0.12857977790765635
yolov8s_v1,0.6073657927590512,0.3089887640449438,0.8789521228545619,0.45942571785268416,0.7109778060078054,0.5844649041255351,0.7941445562671546,0.5418227215980025,0.644155844155844,0.9098578698115286,0.9730033745781778,-0.36563758181912653,0.016684045881126174,0.028154327424400417,0.004171011470281543,0.7653806047966631,0.18561001042752867
