iou_min,iou_max,n,taxa_acerto_classificacao
0.0,0.1,22,0.3181818181818182
0.1,0.2,20,0.2
0.2,0.30000000000000004,11,0.18181818181818182
0.30000000000000004,0.4,22,0.2727272727272727
0.4,0.5,38,0.631578947368421
0.5,0.6000000000000001,64,0.65625
0.6000000000000001,0.7000000000000001,122,0.7786885245901639
0.7000000000000001,0.8,231,0.8874458874458875
0.8,0.9,304,0.9539473684210527
0.9,1.0,97,0.9484536082474226
