nivel_alvo,n,iou_medio,acuracia,score_medio,taxa_acima_limiar,taxa_fundo_vence
1.0,1602,1.0,0.5923845193508115,0.40839193787309064,0.5137328339575531,0.5
0.9,1602,0.8983295767675967,0.5886392009987516,0.40577120536941197,0.5112359550561798,0.5024968789013733
0.8,1602,0.7995609030641746,0.5767790262172284,0.3838587501455887,0.4850187265917603,0.5305867665418227
0.7,1602,0.6998651739483984,0.5717852684144819,0.34267354687971613,0.4444444444444444,0.581772784019975
0.6,1602,0.600045692145483,0.5536828963795256,0.24669975199014146,0.33146067415730335,0.6997503121098627
0.5,1602,0.49944578206663104,0.5287141073657927,0.1142275434739188,0.16541822721598,0.8857677902621723
0.4,1602,0.4004244184889816,0.4388264669163546,0.02045454518820812,0.024344569288389514,0.9850187265917603
0.3,1602,0.2993409477018035,0.3383270911360799,0.005046758853426406,0.006242197253433208,0.9950062421972534
