iou,class_correct
0.9556588992054229,True
0.9697083688759461,True
0.9725202883102598,True
0.9577792396329006,True
0.9583945893548902,True
0.986348702321011,True
0.9689933501476365,True
0.9745147145963592,True
0.977201301651748,True
0.9015419904507014,True
0.9470381109633,True
0.9202380793758369,True
0.9725720932289709,True
0.9628551552292274,True
0.9746458103028226,True
0.9395331383252333,True
0.9618712064441096,True
0.9580791739314843,True
0.9798386322003602,True
0.9459088965637541,True
0.9734338854071319,True
0.9495282833545732,True
0.9876089579057649,True
0.9668006468503864,True
0.7823333964052314,True
0.965617463186684,True
0.9823294840342995,True
0.9406774775195447,True
0.9012923271010784,True
0.983132916592886,True
0.9687175027730415,True
0.9471496474238829,True
0.9693217816679824,True
0.9355503052748849,True
0.921638981034965,True
0.9726777510582992,True
0.977529647512447,True
0.9476484435687242,True
0.9709040907244315,True
0.9573669316281647,True
0.9403767978119091,True
0.9173691021562101,True
0.9266569554950603,True
0.9834605851293966,True
0.9514461821076171,True
0.9678940879191358,True
0.94963365492165,True
0.9432555525432154,True
0.9568660536478153,True
0.9842497061316634,True
0.944805238267632,True
0.9799594869605901,True
0.963366047136674,True
0.8915422913546427,True
0.9484018901550734,True
0.9778262016051413,True
0.955417373199203,True
0.964907011074334,True
0.9640850789010248,True
0.9644634391827474,True
0.9722824427927252,True
0.9507543335772943,True
0.9700357260248815,True
0.9572916879832724,True
0.9714593600366372,True
0.954040298283925,True
0.9913509445246258,True
0.987203882988578,True
0.9524076928336218,True
0.9549803559028431,True
0.9042282572953807,True
0.9660497757761898,True
0.9688776052159381,True
0.97076748097368,True
0.9585947117080659,True
0.9281751676651034,True
0.9418190427882454,True
0.9490169620512179,True
0.9757147649707881,True
0.9682147503340142,True
0.9016462269111742,True
0.9441120705989808,True
0.9607012058566982,True
0.9811804003659571,True
0.9123562009989676,True
0.9520698172545811,True
0.9522575499930361,True
0.8635648388060206,True
0.9430199807096301,True
0.9599898931887261,True
0.9831067980066264,True
0.9255571882358844,True
0.9788585130328346,True
0.9669555681121025,True
0.9285034712665192,True
0.9625616863355317,True
0.9662071146160539,True
0.9536925893667807,True
0.9616722137577711,True
0.969758785795693,True
0.9762379250034394,True
0.9537449188898983,True
0.9799060427327788,True
0.9829355808919664,True
0.9826318142227024,True
0.9601338709275812,True
0.8965924793965178,True
0.6133513687045652,True
0.96540632685436,True
0.9722307415632321,True
0.9867812965262321,True
0.9586488986562668,True
0.9297477803360203,True
0.9493313978553082,True
0.964850533562577,True
0.9002416538760745,True
0.9689953604534661,True
0.9389185294440888,True
0.9617265049862845,True
0.792201149731091,True
0.9716971724710654,True
0.9686115846724466,True
0.9665441577592769,True
0.9549472853150592,True
0.9767247029558489,True
0.9552536433352707,True
0.9588026360056597,True
0.9741433415625788,True
0.9495565246589839,True
0.9652540256792616,True
0.9700159486401666,True
0.9588966846004718,True
0.9449429608346619,True
0.9770083118272959,True
0.9759398741555719,True
0.895152672428882,True
0.9371001368908389,True
0.9887372510238243,True
0.9361192416326529,True
0.9326049918655407,True
0.9544295100070763,True
0.979934549361466,True
0.9158479010554206,True
0.8678423895787699,True
0.953301609280682,True
0.9746696114913374,True
0.5227458532465366,True
0.9181242615675359,True
0.9453359851071433,True
0.9510754761367388,True
0.9675681740644618,True
0.9788314622615207,True
0.9529817197822258,True
0.9621577359543438,True
0.8200842375415235,True
0.9148972089472781,True
0.9165258234543046,True
0.9617538692246599,True
0.9689725310020225,True
0.9889235368673943,True
0.9461665714339798,True
0.9278887543189305,True
0.96378625233341,True
0.9571386310526294,True
0.9381549104764352,True
0.9543455547149129,True
0.9409815040911979,True
0.9606058026484557,True
0.966296137774147,True
0.9636920025830052,True
0.9353143044156615,True
0.9474924105459399,True
0.9478083540237588,True
0.9679431704912188,True
0.8975116806783487,True
0.9783561681511302,True
0.916516926044228,True
0.9533457776524473,True
0.9687200591404123,True
0.9654901457826813,True
0.8632625168043525,True
0.9503286527526608,True
0.9408997239584355,True
0.9380093291151007,True
0.9701976699920861,True
0.9586857091536525,True
0.9540547750112851,True
0.9514975553379402,True
0.9665080234865766,True
0.9697056254520249,True
0.8776356953935815,True
0.9577374942520527,True
0.9622309641348535,True
0.981423284699838,True
0.8536595934152397,True
0.8827743162054396,True
0.9705243477004386,True
0.9835967299194392,True
0.9441000850589789,True
0.9633029617662042,True
0.943931774941065,True
0.9726824200471688,True
0.9668451010456015,True
0.9324845831033906,True
0.9541670901763206,True
0.9271716536313328,True
0.9229883154603015,True
0.9725043781352478,True
0.9618802312587793,True
0.9535641906741871,True
0.980758050958772,True
0.9790453225892315,True
0.9607750556383677,True
0.9694039764634339,True
0.9567610202684093,True
0.9695810716908939,True
0.9697785029794022,True
0.865511573340921,True
0.9534782578549863,True
0.9557915666600346,True
0.9554504104508483,True
0.9898017862194598,True
0.948411867700366,True
0.9529877629909154,True
0.967734638639198,True
0.9815358575262526,True
0.9418522830434869,True
0.9742805237797783,True
0.9859650853793851,True
0.9539022494073179,True
0.9481934689112691,True
0.9624550328889463,True
0.8091816739125827,True
0.9659401805605136,True
0.9661149959492312,True
0.9198608429489858,True
0.9738375315887283,True
0.9245505691463927,True
0.9802193226765054,True
0.9574305198653692,True
0.9299244968708881,True
0.9656750158287831,True
0.946533219561821,True
0.9846103713975722,True
0.9717320789297406,True
0.9465151512582705,True
0.939653477556148,True
0.9470995193992894,True
0.9314266497051098,True
0.9052777608908987,True
0.9247842358156485,True
0.916918601040805,True
0.9840664445381452,True
0.8734953776647086,True
0.9595139778492612,True
0.9322678375036667,True
0.9365020857435093,True
0.9748212479125893,True
0.9198674487591845,True
0.9704769666082976,True
0.9434040562050503,True
0.9725703799352192,True
0.9607043087698259,True
0.9379473195125836,True
0.9530389591902316,True
0.981323380817683,True
0.8136654434630713,True
0.9694595472524505,True
0.9336903467391352,True
0.9195003273221771,True
0.9447116034240217,True
0.9065572288952435,True
0.9284435960511266,True
0.9562110418790408,True
0.915468763365754,True
0.8892767406385356,True
0.7024705403947712,True
0.9839383106589873,True
0.942896369205476,True
0.876913992494972,True
0.9629379873708944,True
0.952568251535372,True
0.9598614888748513,True
0.9449339678949136,True
0.9837879836075752,True
0.9028422478696496,True
0.8722267108775557,True
0.9098718901709246,True
0.9459240879190216,True
0.9467344702029302,True
0.9683698772362194,True
0.9402799174399662,True
0.9275460270007233,True
0.9491663994242463,True
0.9457172735691247,True
0.8968134342995498,True
0.8996319123913151,True
0.9798427286217016,True
0.9579370057603168,True
0.947060509558448,True
0.9446933189254338,True
0.983702057931073,True
0.965496881312506,True
0.9579634688055385,True
0.9341333869266175,True
0.8096377104642313,True
0.9046703522997126,True
0.8670343434591409,True
0.9559502900444028,True
0.8900684430773654,True
0.9586464564478092,True
0.910472318506661,True
0.9621819657878022,True
0.918458857777802,True
0.9767339051987758,True
0.946026769258765,True
0.9505357270708211,True
0.9014771577660347,True
0.9534176854644552,True
0.95533624972803,True
0.9592027690099543,True
0.9581179645495589,True
0.9217486186723618,True
0.9774741227006857,True
0.9692348175468054,True
0.9606502180172046,True
0.894779006238915,True
0.8706760600760782,True
0.9297840312179302,True
0.9473719056919179,True
0.9622265748894497,True
0.9498090715353017,True
0.9304044693122971,True
0.9630447553054702,True
0.973458300203686,True
0.9165627280964559,True
0.9564339183433794,True
0.9669257621047322,True
0.922830020407259,True
0.9255444924702202,True
0.9522354025501492,True
0.9488106722967761,True
0.972832638895767,True
0.9644096842267512,True
0.9619727017178888,True
0.959201232849906,True
0.8018420231572858,True
0.9628998600714502,True
0.8911510490292504,True
0.9607517894261262,True
0.9477158956154721,True
0.8667825415832704,True
0.8668990763571605,True
0.9879167379768719,True
0.7175821124527857,True
0.9108623937080185,True
0.9705403880402032,True
0.9263553362490914,True
0.974672284797769,True
0.9320656529104531,True
0.9883627048864397,True
0.9630416046574558,True
0.8443233014512651,True
0.9054265179262354,True
0.8729094977818251,True
0.9686550404639466,True
0.15891769509121811,True
0.9508961247229424,True
0.932373732954919,True
0.9281375691735676,True
0.9804131632853246,True
0.9481548418586437,True
0.8897663430169683,True
0.9736982153281246,True
0.8790904651323186,True
0.8071821102521601,True
0.9256159107937949,True
0.8868579873486468,True
0.9388874573184895,True
0.9284217960677426,True
0.9639712210553797,True
0.9497423028110148,True
0.9062683775433928,True
0.9508936666751391,True
0.9456826494904205,True
0.8901414446534142,True
0.6109989535460714,True
0.927275572377543,True
0.8586861651728366,True
0.9505168039415972,True
0.7984033796140889,True
0.9424415088118433,True
0.9116921092867447,True
0.8868537839237518,True
0.9417958098776749,True
0.9597764998416511,True
0.9458666595285377,True
0.9671718210876671,True
0.9372354543835895,True
0.9548144373217579,True
0.9610442298463941,True
0.9576526046591857,True
0.9158463429818989,True
0.9507472560958595,True
0.8919491207422237,True
0.9459661580945047,True
0.8158441750755305,True
0.5968532042459821,True
0.9608119494074379,True
0.8544632276152236,True
0.874040560204299,True
0.8923225366647384,True
0.9541227880656599,True
0.9261704282304188,True
0.7279018858154659,True
0.9837683627258784,True
0.948831413884131,True
0.9323366557248085,True
0.9588951393693198,True
0.44982690362321087,True
0.9594479698479474,True
0.9855381248922375,True
0.9499782549634798,True
0.9508027556397743,True
0.9517024953984128,True
0.7279608467771523,True
0.9333229411966187,True
0.9455932929214083,True
0.9706430402367375,True
0.9116471853580991,True
0.9601914982576859,True
0.9164887306434898,True
0.9363262278519903,True
0.9476585183433878,True
0.8596481652654636,True
0.9254300277712657,True
0.9619062095974054,True
0.9800557035092939,True
0.931842972882181,True
0.7208190114021138,True
0.9568584554159876,True
0.9369218375722466,True
0.9772909878906846,True
0.9261280596483551,True
0.7987247270826514,True
0.9627657754046839,True
0.8589988652062087,True
0.8264536263333362,True
0.8560220209242891,True
0.9162514693996071,True
0.9440937610844989,True
0.9477334028949492,True
0.9681026139402088,True
0.9390643477931655,True
0.9822218000424371,True
0.9759391614147994,True
0.9155278711410239,True
0.9481288882280148,True
0.9571173776283167,True
0.9517430986567945,True
0.9434564944403824,True
0.9190570271976012,True
0.9525780233983998,True
0.9290449759842736,True
0.9510664248646516,True
0.8795894236603734,True
0.9189024510412795,True
0.956398187358228,True
0.9499091721319332,True
0.9184146790451383,True
0.9047007058663223,True
0.9071260666222214,True
0.8939453531245627,True
0.9434884661249296,True
0.8999026519275249,True
0.9378687980861423,True
0.6529139358694669,True
0.9553997795219664,True
0.7078885976275718,True
0.8691889117859892,True
0.9707876558786241,True
0.9107067198187275,True
0.9537374979784711,True
0.27481187291626896,True
0.9247354854440517,True
0.9461661200589683,True
0.923946385308157,True
0.9698562502668729,True
0.950166716185448,True
0.6379108179659331,True
0.9119417343711512,True
0.9358877120825753,True
0.9020218214609198,True
0.9617573914445089,True
0.9385864031545675,True
0.9875312192563943,True
0.868156048144881,True
0.8266435497254595,True
0.8922714435606653,True
0.7665168090674755,True
0.9093041102008526,True
0.8967960410858657,True
0.9776269757429974,True
0.89766844025138,True
0.9368829201774549,True
0.9137552352170828,True
0.8908700699836617,True
0.9109473316517135,True
0.9467960382871277,True
0.9179758992832814,True
0.909830164795555,True
