nivel_alvo,n,iou_medio,acuracia,score_medio,taxa_acima_limiar,taxa_fundo_vence
1.0,1602,1.0,0.6042446941323346,0.41010733997496895,0.5112359550561798,0.49875156054931336
0.9,1602,0.8985052034816439,0.5998751560549314,0.4064013610670108,0.5087390761548065,0.5056179775280899
0.8,1602,0.7999285999510424,0.6004993757802747,0.38722461842765177,0.4868913857677903,0.5249687890137328
0.7,1602,0.6994482333216885,0.5867665418227216,0.34797824285315204,0.44132334581772786,0.5855181023720349
0.6,1602,0.6006557646245639,0.5730337078651685,0.26860421525182515,0.35143570536828966,0.6747815230961298
0.5,1602,0.4996079576774898,0.5461922596754057,0.11438290170196974,0.16853932584269662,0.8826466916354557
0.4,1602,0.4003306091933584,0.4737827715355805,0.01720860535744883,0.02122347066167291,0.9875156054931336
0.3,1602,0.29985443490979885,0.37265917602996257,0.005335491968867921,0.00749063670411985,0.9937578027465668
