nivel_alvo,iou_medio,acuracia,score_medio,taxa_acima_limiar,taxa_fundo_vence,acuracia_std,n,n_seeds
1.0,1.0,0.6042446941323346,0.4101073399749689,0.5112359550561798,0.4987515605493133,0.0,1602,5
0.9,0.8982159025552982,0.6018726591760301,0.4055850612188382,0.5084893882646692,0.5057428214731585,0.001615752697321434,1602,5
0.8,0.7995386938312251,0.5988764044943821,0.38696849693439495,0.4877652933832709,0.5273408239700375,0.0050634955781955855,1602,5
0.7,0.6996525827713389,0.5867665418227216,0.3501766609032438,0.44569288389513106,0.5749063670411985,0.006381101217309907,1602,5
0.6,0.6001584530865459,0.5720349563046192,0.2651754127865347,0.3550561797752808,0.6797752808988764,0.003436044680280323,1602,5
0.5,0.49981820043730807,0.550187265917603,0.11800820423862468,0.17415730337078647,0.8777777777777779,0.004887285675671243,1602,5
0.4,0.40017759077202114,0.4735330836454431,0.01680242778249626,0.01885143570536826,0.9892634207240949,0.004059828349939867,1602,5
0.3,0.29987037174930425,0.3660424469413234,0.0034910631146465006,0.00424469413233452,0.9963795255930087,0.00933829371034242,1602,5
