iou_min,iou_max,n,taxa_acerto_classificacao
0.0,0.1,24,0.16666666666666666
0.1,0.2,17,0.23529411764705882
0.2,0.30000000000000004,11,0.2727272727272727
0.30000000000000004,0.4,24,0.4583333333333333
0.4,0.5,33,0.6060606060606061
0.5,0.6000000000000001,58,0.6206896551724138
0.6000000000000001,0.7000000000000001,109,0.7981651376146789
0.7000000000000001,0.8,211,0.8625592417061612
0.8,0.9,317,0.9684542586750788
0.9,1.0,103,0.9611650485436893
